seed,seat,normal_top,hard_top,agree,hard_scanned,hard_elapsed_ms
1384, East, 4C, 4C, true, 0, 0
1385, East, 2C, 2C, true, 0, 0
1386, East, 2C, 2C, true, 0, 0
1387, East, JS, JS, true, 0, 0
1388, East, 3C, 3C, true, 0, 0
1389, East, 7C, 7C, true, 0, 0
1390, East, 5C, 5C, true, 0, 0
1391, East, 10C, 10C, true, 0, 0
1392, East, 2C, 2C, true, 0, 0
1393, East, 2C, 2C, true, 0, 0
1394, East, 6C, 6C, true, 0, 0
1395, East, 10C, 10C, true, 0, 0
1396, East, 3C, 3C, true, 0, 0
1397, East, 9C, 9C, true, 0, 0
1398, East, 5C, 5C, true, 0, 0
1399, East, 2C, 2C, true, 0, 0
1400, East, 7C, 7C, true, 0, 0
1401, East, 5C, 5C, true, 0, 0
1402, East, 2C, 2C, true, 0, 0
1403, East, QC, QC, true, 0, 0
1404, East, 3C, 3C, true, 0, 0
1405, East, 4C, 4C, true, 0, 0
1406, East, 6C, 6C, true, 0, 0
1407, East, 7C, 7C, true, 0, 0
1408, East, 8C, 8C, true, 0, 0
1409, East, 3C, 3C, true, 0, 0
1410, East, 3C, 3C, true, 0, 0
1411, East, 10C, 10C, true, 0, 0
1412, East, 4C, 4C, true, 0, 0
1413, East, 5C, 5C, true, 0, 0
1414, East, 4C, 4C, true, 0, 0
1415, East, 9C, 9C, true, 0, 0
1416, East, 2C, 2C, true, 0, 0
1417, East, 3C, 3C, true, 0, 0
1418, East, 3C, 3C, true, 0, 0
1419, East, 4C, 4C, true, 0, 0
1420, East, 2C, 2C, true, 0, 0
1421, East, 4C, 4C, true, 0, 0
1422, East, KC, KC, true, 0, 0
1423, East, 3C, 3C, true, 0, 0
1424, East, 7C, 7C, true, 0, 0
1425, East, 2C, 2C, true, 0, 0
1426, East, 3C, 3C, true, 0, 0
1427, East, 3C, 3C, true, 0, 0
1428, East, 4C, 4C, true, 0, 0
1429, East, QC, QC, true, 0, 0
1430, East, 9C, 9C, true, 0, 0
1431, East, 3C, 3C, true, 0, 0
1432, East, 6C, 6C, true, 0, 0
1433, East, 6C, 6C, true, 0, 0
1434, East, 9C, 9C, true, 0, 0
1435, East, AC, AC, true, 0, 0
1436, East, 5C, 5C, true, 0, 0
1437, East, 5C, 5C, true, 0, 0
1438, East, 4C, 4C, true, 0, 0
1439, East, 10C, 10C, true, 0, 0
1440, East, 2C, 2C, true, 0, 0
1441, East, 8C, 8C, true, 0, 0
1442, East, 5C, 5C, true, 0, 0
1443, East, 4C, 4C, true, 0, 0
1444, East, 8C, 8C, true, 0, 0
1445, East, QC, QC, true, 0, 0
1446, East, 2C, 2C, true, 0, 0
1447, East, 5C, 5C, true, 0, 0
1448, East, 4C, 4C, true, 0, 0
1449, East, 2C, 2C, true, 0, 0
1450, East, 10C, 10C, true, 0, 0
1451, East, 7S, 7S, true, 0, 0
1452, East, 8C, 8C, true, 0, 0
1453, East, 2C, 2C, true, 0, 0
1454, East, 2C, 2C, true, 0, 0
1455, East, 6C, 6C, true, 0, 0
1456, East, 5C, 5C, true, 0, 0
1457, East, 10C, 10C, true, 0, 0
1458, East, 6C, 6C, true, 0, 0
1459, East, 3C, 3C, true, 0, 0
1460, East, 5C, 5C, true, 0, 0
1461, East, 5C, 5C, true, 0, 0
1462, East, 3C, 3C, true, 0, 0
1463, East, 10S, 10S, true, 0, 0
1464, East, JS, JS, true, 0, 0
1465, East, 3C, 3C, true, 0, 0
1466, East, 5C, 5C, true, 0, 0
1467, East, 4C, 4C, true, 0, 0
1468, East, 2C, 2C, true, 0, 0
1469, East, 6C, 6C, true, 0, 0
1470, East, 2C, 2C, true, 0, 0
1471, East, 7C, 7C, true, 0, 0
1472, East, 3C, 3C, true, 0, 0
1473, East, 2C, 2C, true, 0, 0
1474, East, 5C, 5C, true, 0, 0
1475, East, 3C, 3C, true, 0, 0
1476, East, 7C, 7C, true, 0, 0
1477, East, 3C, 3C, true, 0, 0
1478, East, 2C, 2C, true, 0, 0
1479, East, 2C, 2C, true, 0, 0
1480, East, 3C, 3C, true, 0, 0
1481, East, 4C, 4C, true, 0, 0
1482, East, QC, QC, true, 0, 0
1483, East, 5C, 5C, true, 0, 0
1484, East, JC, JC, true, 0, 0
1485, East, 5C, 5C, true, 0, 0
1486, East, 3C, 3C, true, 0, 0
1487, East, 5C, 5C, true, 0, 0
1488, East, 3C, 3C, true, 0, 0
1489, East, 5C, 5C, true, 0, 0
